Time (s)	P1 (Pa)	P2 (Pa)	P3 (Pa)	P4 (Pa)	P5 (Pa)	P6 (Pa)	P7 (Pa)	P8 (Pa)		H1 (m)	H2 (m)	H3 (m)	H4 (m)
3.769028583	1392.2	1040.2	668.5333333	245.3333333	74	196.6666667	278.8666667	213.6666667		0.168133333	0.174133333	0.172866667	0.340933333
3.770035559	1392.2	1038.866667	670.3333333	244.8666667	61.6	195.2666667	279.3333333	212.7333333		0.168133333	0.173933333	0.1728	0.342266667
3.771042535	1386.2	1031.466667	666.6666667	241.2	49.6	191.6	277.5333333	212.7333333		0.168266667	0.173733333	0.172666667	0.3442
3.77204951	1383.933333	1029.666667	665.7333333	240.2666667	65.73333333	187.9333333	275.6666667	212.7333333		0.168333333	0.173533333	0.172533333	0.346333333
3.773030666	1385.733333	1033.8	668.5333333	243.0666667	86.4	184.2666667	275.6666667	211.3333333		0.168333333	0.173333333	0.1724	0.348266667
3.774037642	1385.733333	1036.533333	668.5333333	243.0666667	82.73333333	179.6666667	273.8666667	209.0666667		0.1682	0.173133333	0.172266667	0.350133333
3.775044617	1383.933333	1034.733333	666.6666667	242.6	77.66666667	177.3333333	273.8666667	206.7333333		0.168133333	0.172866667	0.172066667	0.352266667
3.776025773	1381.133333	1028.733333	666.6666667	241.6666667	91.46666667	175.5333333	272.9333333	206.2666667		0.168133333	0.172666667	0.172	0.354266667
3.777032749	1380.2	1026.466667	665.7333333	239.8666667	88.66666667	173.2	270.6	205.4		0.1682	0.172533333	0.171933333	0.355866667
3.778039725	1383.466667	1028.733333	664.8666667	238.9333333	67.53333333	177.3333333	270.1333333	204		0.168266667	0.172266667	0.171866667	0.357266667
3.7790467	1386.2	1027.8	664.8666667	239.8666667	72.6	187	271.5333333	203.0666667		0.1682	0.172133333	0.1718	0.358933333
3.780027856	1383.466667	1022.333333	663	238.9333333	86.4	190.6666667	271.5333333	203.0666667		0.168266667	0.172	0.1718	0.361333333
3.781034832	1381.133333	1020.466667	660.7333333	238	83.6	193.4666667	269.2666667	201.7333333		0.168266667	0.171866667	0.171733333	0.3644
3.782041807	1384.8	1027.333333	663	241.2	93.73333333	198	267.8666667	199.4		0.168266667	0.171733333	0.171666667	0.367733333
3.783048783	1387.133333	1031.066667	663	243.0666667	112.6	195.7333333	266	197.6		0.168266667	0.171666667	0.1716	0.3708
3.784029939	1385.733333	1026	659.3333333	242.6	116.2666667	190.6666667	263.7333333	197.6		0.168266667	0.171533333	0.171533333	0.373333333
3.785036914	1386.2	1022.8	659.3333333	242.6	112.1333333	183.3333333	258.6666667	197.6		0.168266667	0.171466667	0.171466667	0.375466667
3.78604389	1386.2	1023.666667	662.0666667	242.6	107.0666667	171.8666667	249.9333333	196.6666667		0.168266667	0.171333333	0.1714	0.377266667
3.787025046	1384.8	1022.8	663	241.2	103.8666667	163.6	243.5333333	196.6666667		0.168333333	0.171266667	0.171333333	0.3788
3.788032022	1380.2	1018.6	659.3333333	239.8666667	101.0666667	159.8666667	237.5333333	195.2666667		0.168333333	0.171266667	0.171266667	0.3802
3.789038997	1380.2	1016.8	659.3333333	238.9333333	97.4	155.7333333	229.2666667	193		0.168266667	0.171133333	0.171133333	0.3818
3.790045973	1386.2	1022.8	666.6666667	241.6666667	94.66666667	151.1333333	220.5333333	192.0666667		0.168266667	0.171066667	0.171066667	0.383333333
3.791027129	1385.733333	1022.333333	666.6666667	241.6666667	94.66666667	148.8666667	211.8	191.6		0.168333333	0.171	0.170933333	0.384533333
3.792034104	1380.2	1016.333333	661.2	238.9333333	97.4	147.4666667	203.0666667	190.6666667		0.168466667	0.170866667	0.170866667	0.385533333
3.79304108	1382.066667	1026	662.0666667	238.9333333	101.5333333	144.7333333	197.6	192.0666667		0.168466667	0.170733333	0.170733333	0.386466667
3.794048056	1382.066667	1031.466667	663.4666667	240.2666667	98.33333333	138.7333333	193.8666667	193.8666667		0.168466667	0.170533333	0.1706	0.387333333
3.795029211	1382.066667	1023.666667	664.4	238.9333333	85.46666667	132.3333333	190.6666667	190.6666667		0.168466667	0.170266667	0.170466667	0.3882
3.796036187	1388.933333	1021.4	667.1333333	238.9333333	81.8	124.0666667	186.5333333	189.2666667		0.168533333	0.170066667	0.1704	0.3892
3.797043163	1390.8	1017.733333	665.7333333	238	84.06666667	116.2666667	182.8666667	190.6666667		0.168533333	0.1698	0.1702	0.390333333
3.798050138	1383.933333	1010.333333	659.8	236.6	91.46666667	112.6	181	190.2		0.1686	0.1696	0.17	0.3912
3.799031294	1381.133333	1014.066667	661.2	238	108.4666667	108	179.2	188.4		0.168666667	0.1694	0.1698	0.391866667
3.80003827	1382.066667	1017.733333	664.4	240.2666667	103.4	102.4666667	179.2	188.4		0.168666667	0.169266667	0.169666667	0.392533333
3.801045246	1379.8	1014.933333	662.0666667	237.5333333	74	98.8	179.2	187.9333333		0.168666667	0.169066667	0.169466667	0.393266667
3.802026401	1378.4	1014.933333	662.0666667	234.8	74.86666667	95.6	177.8	185.6		0.168666667	0.168933333	0.169266667	0.3938
3.803033377	1382.066667	1022.333333	668.0666667	236.6	94.66666667	93.73333333	177.3333333	183.3333333		0.168666667	0.168733333	0.169066667	0.394333333
3.804040353	1383.933333	1026.466667	669.4666667	236.6	81.33333333	91.86666667	176	181.9333333		0.1686	0.1686	0.168933333	0.394866667
3.805047328	1379.8	1022.333333	664.4	233.8666667	49.13333333	90.53333333	176	181.9333333		0.168533333	0.168533333	0.168733333	0.3954
3.806028484	1375.2	1012.666667	660.7333333	231.1333333	38.13333333	91.4	176.4666667	181.9333333		0.168466667	0.1684	0.168533333	0.395933333
3.80703546	1375.2	1006.666667	661.2	231.1333333	52.86666667	91.86666667	175.0666667	179.2		0.1684	0.168266667	0.168333333	0.3964
3.808042435	1378.866667	1007.6	658.4	231.6	71.66666667	90.06666667	174.1333333	176.8666667		0.1684	0.168266667	0.168133333	0.3968
3.809049411	1380.2	1009	642.3333333	231.6	69.4	84.53333333	175.0666667	176		0.168466667	0.1682	0.167933333	0.3974
3.810030567	1371.533333	1002.533333	620.7333333	227.8666667	60.66666667	81.33333333	174.1333333	173.2		0.1686	0.168133333	0.167733333	0.397866667
3.811037543	1367.8	997.9333333	618.8666667	226.0666667	73.06666667	81.33333333	174.1333333	169.5333333		0.168733333	0.168	0.1676	0.398333333
3.812044518	1374.733333	1004.4	640.0666667	227.8666667	79	80.4	174.1333333	168.1333333		0.1688	0.168	0.167466667	0.3988
3.813051494	1376.066667	1007.6	658.4	227.8666667	56.53333333	76.73333333	172.2666667	164.9333333		0.1688	0.167866667	0.167333333	0.399266667
3.81403265	1371.066667	1004.4	661.2	225.1333333	45.93333333	75.33333333	172.2666667	162.6666667		0.169	0.1678	0.1672	0.3996
3.815039625	1368.733333	1003	658.4	223.2666667	60.66666667	74.4	172.2666667	160.8		0.169133333	0.167733333	0.167066667	0.399933333
3.816046601	1372.866667	1002.533333	663	222.4	62.93333333	75.33333333	171.4	157.6		0.1692	0.167666667	0.166933333	0.4002
3.817027757	1374.733333	1000.733333	673.1333333	221.4666667	45.93333333	75.33333333	172.2666667	155.2666667		0.1692	0.1676	0.1668	0.400466667
3.818034733	1368.733333	998.8666667	680.4666667	220.0666667	50.53333333	75.33333333	171.4	153.4666667		0.1692	0.167533333	0.166733333	0.4006
3.819041708	1367.4	1001.6	683.2	220.0666667	71.66666667	75.33333333	172.2666667	150.2666667		0.169266667	0.1674	0.1666	0.400533333
3.820048684	1370.133333	1005.333333	676.8	221	77.66666667	75.8	174.1333333	148.4		0.169333333	0.167266667	0.166466667	0.4004
3.82102984	1369.2	1003.933333	657.4666667	220.0666667	65.26666667	77.66666667	175.0666667	146.6		0.169266667	0.167066667	0.166333333	0.400266667
3.822036815	1368.733333	1002.533333	643.7333333	218.7333333	51.46666667	78.13333333	176	145.2		0.169133333	0.166933333	0.166133333	0.4002
3.823043791	1370.133333	999.3333333	646.4666667	218.7333333	48.26666667	76.73333333	176.4666667	142.8666667		0.169133333	0.1668	0.166	0.4002
3.824050767	1367.4	995.2	650.1333333	218.2666667	60.66666667	77.66666667	177.8	142.4666667		0.1692	0.1666	0.1658	0.400066667
3.825031922	1361.866667	991.5333333	647.4	215.9333333	75.33333333	81.33333333	180.1333333	141.0666667		0.169266667	0.1664	0.165666667	0.399666667
3.826038898	1361.866667	990.6	645.0666667	215	78.13333333	81.33333333	179.2	138.7333333		0.169133333	0.1662	0.165466667	0.3994
3.827045874	1364.133333	988.3333333	646.4666667	214.6	76.73333333	83.13333333	181	137.4		0.168933333	0.166066667	0.165333333	0.3992
3.82802703	1365.533333	987.8666667	649.6666667	213.2	80.4	88.2	182.8666667	136.4666667		0.168866667	0.165933333	0.1652	0.399
3.829034005	1363.666667	988.3333333	650.1333333	211.3333333	76.26666667	92.8	182.8666667	134.1333333		0.169	0.165733333	0.165066667	0.3992
3.830040981	1362.8	986.9333333	646	210.8666667	65.26666667	93.73333333	182.8666667	132.8		0.169133333	0.165533333	0.164933333	0.399733333
3.831047957	1366.466667	987.8666667	646	210.8666667	70.26666667	93.73333333	183.8	131.8666667		0.169133333	0.1654	0.1648	0.400133333
3.832029112	1367.4	988.3333333	649.6666667	210.8666667	80.4	94.2	183.8	131.8666667		0.169	0.1652	0.164666667	0.400466667
3.833036088	1363.666667	986.9333333	649.6666667	209.5333333	73.06666667	94.2	182.8666667	131.4		0.168866667	0.165	0.164533333	0.400666667
3.834043064	1365.533333	986.4666667	646.4666667	210	65.73333333	93.73333333	183.8	130		0.168933333	0.164866667	0.164466667	0.4008
3.835050039	1365.533333	984.6	644.6	210.8666667	61.6	95.6	183.8	130		0.169	0.164733333	0.164266667	0.400866667
3.836031195	1359.066667	978.2	640.0666667	207.2	49.6	97.86666667	182.4	127.7333333		0.169	0.164533333	0.164133333	0.400866667
3.837038171	1357.733333	974.5333333	639.1333333	204.4666667	34.46666667	100.6	181.4666667	126.3333333		0.169	0.164333333	0.164066667	0.4008
3.838045146	1361.866667	984.2	646.4666667	204.9333333	10.13333333	104.2666667	182.4	125.4666667		0.168933333	0.1642	0.163933333	0.4008
3.839026302	1361.4	995.2	646.4666667	204.9333333	-14.73333333	105.2	181.4666667	124.0666667		0.169	0.164	0.163733333	0.401
3.840033278	1356.8	998.8666667	640.9333333	201.2666667	-14.73333333	104.2666667	181	122.6666667		0.169	0.163866667	0.1636	0.401266667
3.841040254	1361.4	1004.4	651.0666667	200.8	-2.266666667	106.1333333	182.8666667	123.1333333		0.168933333	0.163666667	0.163466667	0.401333333
3.842047229	1365.066667	1010.333333	667.1333333	201.2666667	2.733333333	106.6	182.4	122.6666667		0.1688	0.163533333	0.163333333	0.4012
3.843028385	1360	1011.266667	668.0666667	199.4	11.46666667	103.8666667	181	120.8666667		0.1688	0.163333333	0.163133333	0.4008
3.844035361	1359.066667	1016.8	663	199.4	18.4	100.1333333	179.2	120.4		0.168866667	0.163133333	0.163	0.4002
3.845042336	1361.4	1020	661.2	199.8666667	12.4	95.13333333	176.4666667	119.4666667		0.169	0.162933333	0.1628	0.3994
3.846049312	1359.066667	1011.733333	656.1333333	197.1333333	0	90.53333333	174.1333333	116.7333333		0.168933333	0.162733333	0.162666667	0.3988
3.847030468	1360	1003	653.3333333	194.3333333	-10.13333333	84.53333333	172.2666667	114.4		0.1688	0.162533333	0.162533333	0.3984
3.848037444	1359.066667	997.9333333	652.4666667	193.4666667	-22.06666667	79	167.2666667	113		0.1688	0.162333333	0.162333333	0.398266667
3.849044419	1356.333333	997.4666667	648.7333333	192.0666667	-38.6	74	162.2	110.7333333		0.1688	0.162133333	0.1622	0.398266667
3.850025575	1358.666667	1001.6	646.4666667	191.1333333	-55.13333333	70.26666667	158.5333333	109.3333333		0.1688	0.161933333	0.162	0.3984
3.851032551	1357.733333	1005.333333	646	190.6666667	-57.86666667	64.33333333	156.2	109.3333333		0.1688	0.161733333	0.161866667	0.398666667
3.852039526	1354.066667	1003	640.0666667	187	-49.13333333	53.26666667	154.4	108.4666667		0.1688	0.161533333	0.161733333	0.398933333
3.853046502	1354.066667	1001.6	637.7333333	186.0666667	-40.4	48.26666667	150.7333333	108		0.168733333	0.161266667	0.161533333	0.399066667
3.854027658	1354.933333	1004.4	639.1333333	187.9333333	-33.06666667	49.6	146.1333333	107.0666667		0.168733333	0.161066667	0.1614	0.398933333
3.855034633	1354.066667	1003.933333	638.6666667	186.0666667	-26.2	49.6	142.4666667	105.6666667		0.168733333	0.160866667	0.161266667	0.398666667
3.856041609	1352.666667	995.2	637.7333333	183.3333333	-24.8	49.6	139.2	105.6666667		0.1686	0.1606	0.161133333	0.398266667
3.857048585	1351.733333	990.1333333	640.0666667	181.9333333	-24.8	52.4	135.5333333	107.0666667		0.168533333	0.160333333	0.161	0.397933333
3.858029741	1351.733333	993.8	641.4	180.6	-21.13333333	54.2	134.6	108		0.168533333	0.160066667	0.160933333	0.397733333
3.859036716	1351.733333	996.6	640.9333333	180.6	-13.8	54.2	134.6	108.4666667		0.168533333	0.159866667	0.160866667	0.397733333
3.860043692	1351.266667	996.6	639.1333333	179.2	-4.6	57	134.6	109.3333333		0.168533333	0.1596	0.1608	0.3976
3.861050668	1353.133333	996.6	635.4666667	176.8666667	5.066666667	60.66666667	134.1333333	110.2666667		0.1686	0.159333333	0.160666667	0.397466667
3.862031823	1354.066667	988.3333333	632.6666667	176.8666667	8.733333333	65.26666667	134.6	111.6666667		0.168666667	0.159066667	0.1606	0.397266667
3.863038799	1351.733333	981.8666667	635	176	7.333333333	67.06666667	134.6	113		0.168666667	0.158733333	0.160533333	0.397266667
3.864045775	1348.066667	986.9333333	637.7333333	174.1333333	6	65.26666667	131.8666667	113		0.168666667	0.158466667	0.160466667	0.397266667
3.86502693	1345.333333	992	637.2666667	172.7333333	5.066666667	60.66666667	129.1333333	112.1333333		0.168733333	0.1582	0.1604	0.397066667
3.866033906	1345.333333	1001.6	637.2666667	171.8666667	6.4	60.66666667	125.8666667	112.1333333		0.1688	0.158	0.160333333	0.396666667
3.867040882	1345.333333	1020.466667	637.2666667	170.4666667	9.666666667	64.33333333	123.1333333	112.1333333		0.168933333	0.157866667	0.1602	0.396266667
3.868047857	1342.066667	1031.466667	633.6	168.1333333	6	69.4	120.8666667	113		0.169	0.157666667	0.160066667	0.3956
3.869029013	1341.666667	1026.466667	631.7333333	166.8	-5.066666667	74.4	119.4666667	113		0.169	0.157466667	0.16	0.394733333
3.870035989	1343	1006.2	637.2666667	165.4	-15.13333333	78.13333333	117.6	111.6666667		0.168933333	0.157333333	0.159933333	0.394
3.871042965	1343.933333	989.2	637.2666667	165.4	-11	80.4	115.3333333	111.6666667		0.168866667	0.157133333	0.1598	0.3934
3.87204994	1343	992	629.9333333	164.4666667	2.733333333	83.13333333	114.4	0		0.168933333	0.156933333	0.159666667	0.392933333
3.873031096	1343	993.8	625.3333333	164	11	85.46666667	113	109.3333333		0.169066667	0.1568	0.1596	0.3924
3.874038072	1340.733333	979.6	624.4	163.1333333	22.53333333	86.86666667	110.7333333	107.0666667		0.169133333	0.1566	0.1594	0.391866667
3.875045047	1340.266667	971.8	622.6	162.6666667	33.53333333	87.73333333	109.3333333	106.6		0.169133333	0.156466667	0.159333333	0.391533333
3.876026203	1338.4	971.8	620.2666667	160.8	29.86666667	87.73333333	108	105.6666667		0.169133333	0.156333333	0.1592	0.3916
3.877033179	1337.066667	967.2	618	159.4666667	24.8	88.2	107.5333333	103.4		0.169133333	0.1562	0.159066667	0.391466667
3.878040155	1335.666667	961.6666667	620.2666667	158.0666667	25.73333333	89.13333333	106.6	102.9333333		0.169266667	0.156066667	0.159066667	0.391133333
3.87904713	1335.666667	962.1333333	625.3333333	155.7333333	7.333333333	90.06666667	107.5333333	103.4		0.169333333	0.156	0.159	0.390666667
3.880028286	1335.666667	967.2	626.7333333	155.2666667	-19.73333333	90.06666667	108	103.4		0.169333333	0.155933333	0.158933333	0.390133333
3.881035262	1337.066667	974.0666667	629	155.2666667	-29.86666667	92.8	110.2666667	101.0666667		0.1694	0.155866667	0.158866667	0.3896
3.882042237	1336.6	974.5333333	633.6	154.4	-33.06666667	95.13333333	110.7333333	100.6		0.169466667	0.155733333	0.158866667	0.389
3.883049213	1330.6	970.4	627.6	152.5333333	-38.6	96.93333333	111.6666667	101.0666667		0.169533333	0.155666667	0.1588	0.3886
3.884030369	1327.866667	970.4	612.9333333	151.6	-42.26666667	98.8	112.6	101.0666667		0.169666667	0.155533333	0.1588	0.3884
3.885037344	1327.866667	970.4	606.9333333	151.6	-44.6	96.93333333	111.6666667	101.0666667		0.169533333	0.1554	0.158866667	0.3884
3.88604432	1324.666667	959.8	609.2666667	150.2666667	-46.86666667	96.46666667	113	102.9333333		0.169533333	0.155266667	0.158933333	0.3884
3.887051296	1321.866667	958.4666667	606.4666667	148.8666667	-49.6	96.46666667	113	103.4		0.169666667	0.1552	0.159066667	0.388533333
3.888032452	1320.933333	966.7333333	606.4666667	148.8666667	-50.53333333	91.86666667	113	104.2666667		0.1698	0.1552	0.159133333	0.3886
3.889039427	1317.266667	956.1333333	607.8666667	147.9333333	-43.2	84.53333333	114.4	104.7333333		0.169866667	0.155133333	0.1592	0.3886
3.890046403	1312.2	942.3333333	606.9333333	145.6666667	-18.4	81.33333333	115.3333333	102.9333333		0.169866667	0.155	0.1592	0.388333333
3.891027559	1315	952.4666667	610.6	147.4666667	-5.066666667	75.8	115.8	100.6		0.169866667	0.154933333	0.1592	0.387666667
3.892034534	1316.8	958	613.8666667	147.9333333	-18.86666667	68.46666667	117.6	98.33333333		0.17	0.1548	0.1592	0.3866
3.89304151	1312.2	950.6	607.8666667	146.6	-17	65.73333333	119.4666667	93.73333333		0.1702	0.1546	0.1592	0.385666667
3.894048486	1309.933333	954.3333333	604.6666667	145.6666667	0.933333333	62	120.8666667	90.06666667		0.170333333	0.154466667	0.1592	0.385066667
3.895029641	1309.466667	956.1333333	610.2	147.4666667	0	59.73333333	121.7333333	85.93333333		0.1704	0.154266667	0.1592	0.3848
3.896036617	1305.8	949.7333333	607.8666667	144.2666667	7.333333333	61.6	122.6666667	80.86666667		0.170466667	0.154066667	0.159133333	0.3848
3.897043593	1302.133333	956.1333333	596.8666667	140.6	38.13333333	60.66666667	123.1333333	77.66666667		0.170666667	0.153866667	0.1592	0.384733333
3.898050568	1300.733333	970.4	590.8666667	138.7333333	51.46666667	56.06666667	121.7333333	74.86666667		0.170933333	0.1538	0.1592	0.384466667
3.899031724	1297.066667	970.8666667	589.9333333	137.4	43.2	56.06666667	120.8666667	69.86666667		0.171	0.153666667	0.159266667	0.383933333
3.9000387	1291.533333	964.8666667	593.2	135.5333333	40.4	57.86666667	119.4666667	65.26666667		0.171	0.153533333	0.159333333	0.383333333
3.901045676	1288.8	971.8	598.2	135.5333333	43.2	56.06666667	117.6	61.6		0.171066667	0.1534	0.159266667	0.3828
3.902026831	1284.2	980.4666667	598.2	136.4666667	45.46666667	55.6	115.8	58.8		0.1712	0.1532	0.159266667	0.382133333
3.903033807	1277.8	974.5333333	593.6	137.4	45.46666667	56.06666667	114.4	55.6		0.1714	0.153066667	0.1592	0.3812
3.904040783	1275.466667	946.9333333	592.2666667	136.4666667	44.6	55.6	111.6666667	53.73333333		0.171533333	0.153	0.1592	0.3802
3.905047758	1275.466667	916.2	590.8666667	135.5333333	45.46666667	54.66666667	110.7333333	54.2		0.171533333	0.152933333	0.1592	0.379333333
3.906028914	1274.066667	913.8666667	589.9333333	132.8	52.86666667	57	108	53.73333333		0.1716	0.1528	0.1592	0.3786
3.90703589	1274.066667	929.9333333	589.9333333	132.8	62	59.26666667	105.6666667	52.86666667		0.171666667	0.152666667	0.1592	0.3778
3.908042865	1273.666667	936.4	589.4666667	134.1333333	57.86666667	59.26666667	105.2	52.86666667		0.1718	0.1526	0.1592	0.377133333
3.909049841	1267.666667	935.9333333	593.2	132.3333333	58.33333333	57.86666667	104.2666667	54.2		0.171933333	0.152466667	0.1592	0.376666667
3.910030997	1262.6	944.6666667	599.1333333	131.4	72.6	58.33333333	103.8666667	57.4		0.172066667	0.152333333	0.159266667	0.376266667
3.911037973	1261.666667	967.2	599.1333333	132.3333333	69.4	59.26666667	103.8666667	58.8		0.172133333	0.1522	0.159333333	0.3756
3.912044948	1260.333333	975.4666667	593.6	132.8	44.13333333	55.6	103.8666667	57.86666667		0.172266667	0.152	0.1594	0.374533333
3.913026104	1255.733333	947.4	587.2	133.7333333	22.53333333	49.13333333	102.9333333	56.53333333		0.1724	0.151866667	0.1594	0.373733333
3.91403308	1249.266667	916.6	582.1333333	133.7333333	16.06666667	46.86666667	105.2	57.4		0.172533333	0.151733333	0.159466667	0.3732
3.915040055	1245.6	922.6	582.6	132.3333333	9.666666667	46.86666667	106.6	56.53333333		0.172533333	0.151666667	0.159466667	0.3724
3.916047031	1244.666667	941.9333333	585.8	130	-0.933333333	45.46666667	108	55.13333333		0.172533333	0.151533333	0.159533333	0.371466667
3.917028187	1244.666667	943.2666667	589.4666667	127.7333333	-2.266666667	45.46666667	109.3333333	52.86666667		0.172733333	0.1514	0.159533333	0.370666667
3.918035163	1243.333333	931.3333333	591.8	126.3333333	-6.4	45.93333333	109.3333333	50.06666667		0.172933333	0.151266667	0.159533333	0.37
3.919042138	1241	922.6	588.6	125	-24.8	48.26666667	109.3333333	49.13333333		0.173066667	0.151133333	0.159533333	0.369466667
3.920049114	1241	920.3333333	584.8666667	124.0666667	-15.13333333	54.2	112.6	51.46666667		0.173133333	0.151	0.159533333	0.369066667
3.92103027	1241	923.5333333	582.1333333	125	22.06666667	59.73333333	113.9333333	53.73333333		0.173133333	0.1508	0.159533333	0.368733333
3.922037245	1239.2	937.3333333	582.6	125.4666667	43.2	61.6	115.3333333	52.86666667		0.1732	0.1506	0.1596	0.368333333
3.923044221	1235.533333	946.9333333	589.4666667	126.3333333	53.26666667	60.66666667	115.8	51.46666667		0.173333333	0.150533333	0.1596	0.367866667
3.924051197	1233.2	945.6	591.8	128.6666667	45.46666667	59.73333333	115.3333333	50.53333333		0.173466667	0.1504	0.159666667	0.3674
3.925032352	1233.2	950.6	586.2666667	129.1333333	24.33333333	59.73333333	115.3333333	50.06666667		0.1736	0.1502	0.159733333	0.367
3.926039328	1230.933333	951.0666667	582.6	127.2666667	32.13333333	62	115.8	50.53333333		0.173666667	0.150066667	0.159733333	0.366466667
3.927046304	1227.2	944.6666667	584.4666667	124.0666667	48.26666667	61.6	115.8	50.06666667		0.173666667	0.149866667	0.159666667	0.365866667
3.92802746	1228.133333	946.9333333	587.2	123.6	31.73333333	59.26666667	115.8	48.26666667		0.173666667	0.149733333	0.159666667	0.365266667
3.929034435	1229.533333	946.0666667	586.2666667	125	4.6	55.6	115.8	47.8		0.1736	0.1496	0.1596	0.364733333
3.930041411	1229.533333	940.0666667	584.4666667	123.6	-29.86666667	49.6	117.6	46.86666667		0.173666667	0.149466667	0.1596	0.364133333
3.931048387	1226.333333	942.3333333	579.8666667	121.2666667	-67.53333333	45.46666667	116.7333333	48.26666667		0.173666667	0.1494	0.159533333	0.363533333
3.932029542	1225.866667	948.8	573.4	121.2666667	-54.2	45.46666667	116.7333333	50.06666667		0.1738	0.149266667	0.159466667	0.363066667
3.933036518	1229.533333	954.3333333	577.5333333	123.6	-2.266666667	50.53333333	115.8	50.06666667		0.173866667	0.149133333	0.159466667	0.362666667
3.934043494	1230	954.3333333	585.8	125	23.4	54.2	113	49.13333333		0.1738	0.149066667	0.159466667	0.362266667
3.935050469	1224.466667	954.3333333	582.1333333	122.6666667	13.8	55.6	111.6666667	50.53333333		0.1738	0.149	0.159466667	0.361933333
3.936031625	1220.8	961.6666667	582.1333333	119.9333333	3.666666667	57	110.7333333	51.46666667		0.1738	0.1488	0.1594	0.361733333
3.937038601	1222.2	958	589.4666667	119	6	56.06666667	109.3333333	50.06666667		0.1738	0.148733333	0.1594	0.361933333
3.938045576	1222.2	952	584.4666667	119.9333333	8.733333333	51.93333333	107.5333333	47.8		0.1738	0.148666667	0.1594	0.362733333
3.939026732	1219.4	960.7333333	567.4666667	119	11.46666667	51.93333333	106.6	44.13333333		0.1738	0.1486	0.1594	0.363733333
3.940033708	1218.533333	968.5333333	554.1333333	117.6	11.46666667	55.6	105.2	40.86666667		0.1738	0.148466667	0.1594	0.364333333
3.941040684	1221.266667	964.8666667	558.7333333	119	13.8	58.33333333	104.2666667	40.86666667		0.1738	0.148333333	0.1594	0.3644
3.942047659	1222.666667	961.6666667	568.8	121.2666667	19.73333333	62	105.2	44.13333333		0.173733333	0.1482	0.1594	0.364333333
3.943028815	1222.666667	963.0666667	566.5333333	122.2	20.66666667	64.33333333	105.2	46.86666667		0.173666667	0.148066667	0.159466667	0.364066667
3.944035791	1224.466667	965.8	564.2	123.6	17.46666667	60.66666667	104.2666667	48.26666667		0.1736	0.148	0.159533333	0.363533333
3.945042766	1225.866667	959.3333333	566.5333333	125	10.13333333	57.86666667	103.8666667	48.26666667		0.1736	0.147866667	0.159533333	0.362666667
3.946049742	1228.133333	936.4	564.2	123.6	11	58.33333333	102.9333333	47.8		0.173666667	0.147733333	0.159533333	0.361666667
3.947030898	1230	918.9333333	563.7333333	122.6666667	27.13333333	57	102.9333333	46.86666667		0.173666667	0.147666667	0.159666667	0.360666667
3.948037874	1230	922.6	563.7333333	122.2	24.33333333	51	102.4666667	45.46666667		0.173666667	0.1476	0.159733333	0.3598
3.949044849	1227.2	922.6	561.4666667	120.4	11	48.26666667	101.5333333	42.73333333		0.173666667	0.147533333	0.1598	0.3588
3.950026005	1223.533333	910.2	562.4	119	19.73333333	47.33333333	100.1333333	40.4		0.1736	0.147333333	0.1598	0.357933333
3.951032981	1220.8	901.4666667	564.2	120.4	33.53333333	47.33333333	98.8	40.86666667		0.173666667	0.1472	0.159866667	0.3572
3.952039956	1219.4	901.4666667	565.1333333	120.4	51.93333333	46.86666667	97.86666667	39.53333333		0.173666667	0.147066667	0.159866667	0.356533333
3.953046932	1219.4	915.2666667	566.0666667	119.9333333	72.6	44.6	97.4	37.2		0.1736	0.146866667	0.159933333	0.355866667
3.954028088	1222.2	935	571.1333333	121.2666667	82.73333333	43.66666667	96.46666667	35.86666667		0.1736	0.146733333	0.159933333	0.3552
3.955035063	1224.933333	930.8666667	577.5333333	122.6666667	89.13333333	41.8	96.46666667	34.46666667		0.173666667	0.146466667	0.159933333	0.354733333
3.956042039	1227.2	922.1333333	577.0666667	123.6	64.33333333	38.6	95.13333333	33.53333333		0.1738	0.1462	0.159933333	0.3542
3.957049015	1228.6	928.6	573.4	123.6	16.06666667	40.86666667	94.2	33.53333333		0.173933333	0.145933333	0.159933333	0.353666667
3.958030171	1229.533333	942.3333333	570.2	123.6	0	41.8	95.13333333	33.53333333		0.173866667	0.145666667	0.159933333	0.353466667
3.959037146	1230	959.3333333	571.1333333	124.0666667	4.6	40	93.73333333	32.13333333		0.173666667	0.1454	0.16	0.353333333
3.960044122	1231.8	963.0666667	569.7333333	125	-0.933333333	40.86666667	92.8	30.8		0.173666667	0.145133333	0.16	0.3532
3.961051098	1233.2	941.9333333	564.2	126.3333333	-3.666666667	42.26666667	93.73333333	29.86666667		0.1738	0.144866667	0.160066667	0.353066667
3.962032253	1233.2	917.5333333	565.1333333	126.3333333	-15.13333333	42.26666667	93.73333333	29.4		0.173866667	0.144533333	0.160066667	0.3528
3.963039229	1232.266667	909.7333333	567.4666667	127.2666667	-57.86666667	40	92.8	28		0.1738	0.144266667	0.160133333	0.352266667
3.964046205	1229.533333	911.1333333	566.0666667	127.2666667	-81.33333333	38.6	92.33333333	26.2		0.173666667	0.144	0.160133333	0.351666667
3.96502736	1229.533333	917.5333333	570.2	126.3333333	-38.6	38.13333333	92.8	25.73333333		0.1736	0.143666667	0.160133333	0.351
